,user_name,user_nfollower,user_total_likes,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
1020,meimei8866,404.2K,1.3M,7519564997748378881,Sự kiện xịt muỗi KINCHO ONE PUSH - NHẬT BẢN.,2025-06-25 00:12:38+07:00,2025-06-25 09:39:23+07:00,00:00,40.5K,1007,41,Share,0,"xitmuoikincho, kincho, kinchoonepush, omicare",https://www.tiktok.com/@meimei8866/video/7519564997748378881,7.519565213864431e+18,nhạc nền - 🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,1 videos,🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,True
1021,meimei8866,404.2K,1.3M,7519564997748378881,Sự kiện xịt muỗi KINCHO ONE PUSH - NHẬT BẢN.,2025-06-25 00:12:38+07:00,2025-06-26 00:52:46+07:00,00:00,123.5K,3009,41,856,0,"xitmuoikincho, kincho, kinchoonepush, omicare",https://www.tiktok.com/@meimei8866/video/7519564997748378881,7.519565213864431e+18,nhạc nền - 🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,1 videos,🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,True
1022,meimei8866,404.1K,1.3M,7519564997748378881,Sự kiện xịt muỗi KINCHO ONE PUSH - NHẬT BẢN.,2025-06-25 00:12:38+07:00,2025-06-27 12:57:22+07:00,00:00,118.4K,5015,41,856,351,"xitmuoikincho, kincho, kinchoonepush, omicare",https://www.tiktok.com/@meimei8866/video/7519564997748378881,7.519565213864431e+18,nhạc nền - 🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,1 videos,🇻🇳 Thu Quỳnh Nguyễn 🇻🇳,True
1023,memamgao,102.1K,832.3K,7496496159511432455,Tham gia Thử thách 7 ngày hệ tiêu hóa khỏe cùng Biofermin để cảm nhận sự khác biệt mỗi ngày cùng mẹ con Mầm Gạo nha.,2025-04-23 20:13:45+07:00,2025-06-25 08:33:51+07:00,00:00,93.3K,5297,79,73,129,"dhgpharma, biofermin, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7496496159511432455,7.496496291761901e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1024,memamgao,102.1K,831.6K,7496496159511432455,Tham gia Thử thách 7 ngày hệ tiêu hóa khỏe cùng Biofermin để cảm nhận sự khác biệt mỗi ngày cùng mẹ con Mầm Gạo nha.,2025-04-23 20:13:45+07:00,2025-06-25 23:26:55+07:00,00:00,93.3K,5297,79,73,129,"dhgpharma, biofermin, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7496496159511432455,7.496496291761901e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1025,memamgao,102.1K,832.4K,7496496159511432455,Tham gia Thử thách 7 ngày hệ tiêu hóa khỏe cùng Biofermin để cảm nhận sự khác biệt mỗi ngày cùng mẹ con Mầm Gạo nha.,2025-04-23 20:13:45+07:00,2025-06-27 11:29:48+07:00,00:00,93.3K,5297,79,73,129,"dhgpharma, biofermin, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7496496159511432455,7.496496291761901e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1026,memamgao,102.1K,832.3K,7497105574899813639,Gioăng cao su tủ lạnh và máy giặt nhà mình đã được tẩy sạch như mới nhờ có em Calmila này,2025-04-25 11:38:36+07:00,2025-06-25 08:33:31+07:00,00:00,91.4K,6515,8,2,2,"camillavietnam, taocgioangcaosucamilla, taylongmaygiat, taymoccaosu, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497105574899813639,7.497105611000827e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1027,memamgao,102.1K,831.6K,7497105574899813639,Gioăng cao su tủ lạnh và máy giặt nhà mình đã được tẩy sạch như mới nhờ có em Calmila này,2025-04-25 11:38:36+07:00,2025-06-25 23:26:41+07:00,00:00,91.4K,6515,8,2,2,"camillavietnam, taocgioangcaosucamilla, taylongmaygiat, taymoccaosu, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497105574899813639,7.497105611000827e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1028,memamgao,102.1K,832.4K,7497105574899813639,Gioăng cao su tủ lạnh và máy giặt nhà mình đã được tẩy sạch như mới nhờ có em Calmila này,2025-04-25 11:38:36+07:00,2025-06-27 11:29:34+07:00,00:00,91.4K,6515,8,2,2,"camillavietnam, taocgioangcaosucamilla, taylongmaygiat, taymoccaosu, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497105574899813639,7.497105611000827e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1029,memamgao,102.1K,832.3K,7497228356220374290,"Dầu gội An Cung giúp làm sạch da đầu, giảm bết tóc hiệu quả, mang lại mái tóc bồng bềnh, thơm mát suốt cả ngày. Phù hợp cho tóc dầu, dễ bết.",2025-04-25 19:35:03+07:00,2025-06-25 08:33:11+07:00,00:00,103.3K,5320,57,100,118,"daugoi, daugoiduoclieu, daugoiancung, ancung, tocdepcungdinh, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497228356220374290,7.497228490863283e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
